,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
1009,Typhoid,3,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,0
1010,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
1011,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
1012,hepatitis A,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
1013,hepatitis A,3,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
1014,hepatitis A,3,5,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
1015,hepatitis A,3,5,3,5,4,4,6,5,4,2,0,0,0,0,0,0,0
1016,hepatitis A,3,5,3,4,4,4,6,5,4,2,0,0,0,0,0,0,0
1017,hepatitis A,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
1018,hepatitis A,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
1019,hepatitis A,3,5,3,4,5,4,4,5,4,2,0,0,0,0,0,0,0
1020,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
1021,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
1022,Hepatitis B,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1023,Hepatitis B,1,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1024,Hepatitis B,1,4,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1025,Hepatitis B,1,4,2,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1026,Hepatitis B,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
1027,Hepatitis B,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
1028,Hepatitis B,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
1029,Hepatitis B,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
1030,Hepatitis C,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1031,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
1032,Hepatitis C,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1033,Hepatitis C,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1034,Hepatitis C,4,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1035,Hepatitis C,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1036,Hepatitis C,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1037,Hepatitis C,4,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1038,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
1039,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
1040,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
1041,Hepatitis D,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1042,Hepatitis D,3,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1043,Hepatitis D,3,5,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1044,Hepatitis D,3,5,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1045,Hepatitis D,3,5,4,3,5,4,4,4,0,0,0,0,0,0,0,0,0
1046,Hepatitis D,3,5,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0
1047,Hepatitis D,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
1048,Hepatitis D,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
1049,Hepatitis D,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
1050,Hepatitis E,3,5,4,7,3,4,5,4,4,4,7,6,0,0,0,0,0
1051,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
1052,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
1053,Hepatitis E,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
1054,Hepatitis E,3,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
1055,Hepatitis E,3,5,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
1056,Hepatitis E,3,5,4,3,4,5,4,4,4,6,7,6,0,0,0,0,0
1057,Hepatitis E,3,5,4,7,4,5,4,4,4,6,7,6,0,0,0,0,0
1058,Hepatitis E,3,5,4,7,3,5,4,4,4,6,7,6,0,0,0,0,0
1059,Hepatitis E,3,5,4,7,3,4,4,4,4,6,7,6,0,0,0,0,0
1060,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1061,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1062,Alcoholic hepatitis,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1063,Alcoholic hepatitis,5,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1064,Alcoholic hepatitis,5,3,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1065,Alcoholic hepatitis,5,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1066,Alcoholic hepatitis,5,3,4,7,5,6,0,0,0,0,0,0,0,0,0,0,0
1067,Alcoholic hepatitis,5,3,4,7,4,6,0,0,0,0,0,0,0,0,0,0,0
1068,Alcoholic hepatitis,5,3,4,7,4,5,0,0,0,0,0,0,0,0,0,0,0
1069,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1070,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
1071,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
1072,Tuberculosis,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
1073,Tuberculosis,3,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
1074,Tuberculosis,3,5,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
1075,Tuberculosis,3,5,4,4,7,4,3,4,5,4,6,6,5,7,5,0,0
1076,Tuberculosis,3,5,4,3,7,4,3,4,5,4,6,6,5,7,5,0,0
1077,Tuberculosis,3,5,4,3,4,4,3,4,5,4,6,6,5,7,5,0,0
1078,Tuberculosis,3,5,4,3,4,7,3,4,5,4,6,6,5,7,5,0,0
1079,Tuberculosis,3,5,4,3,4,7,4,4,5,4,6,6,5,7,5,0,0
1080,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
1081,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
1082,Common Cold,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
1083,Common Cold,4,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
1084,Common Cold,4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
1085,Common Cold,4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
1086,Common Cold,4,3,4,4,3,6,6,5,4,5,4,5,5,7,3,2,0
1087,Common Cold,4,3,4,4,7,6,6,5,4,5,4,5,5,7,3,2,0
1088,Common Cold,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0
1089,Common Cold,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0
1090,Pneumonia,3,4,4,7,4,3,6,7,5,4,0,0,0,0,0,0,0
1091,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1092,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1093,Pneumonia,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1094,Pneumonia,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1095,Pneumonia,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1096,Pneumonia,3,4,4,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1097,Pneumonia,3,4,4,7,3,6,5,7,5,4,0,0,0,0,0,0,0
1098,Pneumonia,3,4,4,7,4,6,5,7,5,4,0,0,0,0,0,0,0
1099,Pneumonia,3,4,4,7,4,3,5,7,5,4,0,0,0,0,0,0,0
1100,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1101,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1102,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1103,Dimorphic hemmorhoids(piles),5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,Dimorphic hemmorhoids(piles),4,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,Dimorphic hemmorhoids(piles),4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,Dimorphic hemmorhoids(piles),4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Dimorphic hemmorhoids(piles),4,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1109,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1110,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,Heart attack,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,Heart attack,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,Heart attack,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,Heart attack,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,Heart attack,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,Heart attack,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,Heart attack,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1121,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1122,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1123,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1124,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1125,Varicose veins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1126,Varicose veins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1127,Varicose veins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1128,Varicose veins,4,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0
1129,Varicose veins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1130,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
1131,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
1132,Hypothyroidism,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1133,Hypothyroidism,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1134,Hypothyroidism,4,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1135,Hypothyroidism,4,3,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1136,Hypothyroidism,4,3,5,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1137,Hypothyroidism,4,3,5,3,4,5,6,5,5,3,2,6,0,0,0,0,0
1138,Hypothyroidism,4,3,5,3,2,5,6,5,5,3,2,6,0,0,0,0,0
1139,Hypothyroidism,4,3,5,3,2,4,6,5,5,3,2,6,0,0,0,0,0
1140,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
1141,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
1142,Hyperthyroidism,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
1143,Hyperthyroidism,4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
1144,Hyperthyroidism,4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
1145,Hyperthyroidism,4,3,3,3,6,5,4,2,2,6,0,0,0,0,0,0,0
1146,Hyperthyroidism,4,3,3,5,6,5,4,2,2,6,0,0,0,0,0,0,0
1147,Hyperthyroidism,4,3,3,5,3,5,4,2,2,6,0,0,0,0,0,0,0
1148,Hyperthyroidism,4,3,3,5,3,6,4,2,2,6,0,0,0,0,0,0,0
1149,Hyperthyroidism,4,3,3,5,3,6,5,2,2,6,0,0,0,0,0,0,0
1150,Hypoglycemia,5,4,4,3,3,5,5,4,4,2,4,0,0,0,0,0,0
1151,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1152,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1153,Hypoglycemia,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1154,Hypoglycemia,5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1155,Hypoglycemia,5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1156,Hypoglycemia,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1157,Hypoglycemia,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1158,Hypoglycemia,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
1159,Hypoglycemia,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
1160,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1161,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1162,Osteoarthristis,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1163,Osteoarthristis,3,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1164,Osteoarthristis,3,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1165,Osteoarthristis,3,5,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1166,Osteoarthristis,3,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1167,Osteoarthristis,3,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1168,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1169,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1170,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1171,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1172,Arthritis,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,Arthritis,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,Arthritis,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,Arthritis,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1177,Arthritis,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1179,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1180,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1181,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1182,(vertigo) Paroymsal  Positional Vertigo,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1183,(vertigo) Paroymsal  Positional Vertigo,5,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1184,(vertigo) Paroymsal  Positional Vertigo,5,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1185,(vertigo) Paroymsal  Positional Vertigo,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1186,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1187,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1188,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1189,(vertigo) Paroymsal  Positional Vertigo,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1190,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,Acne,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,Urinary tract infection,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Urinary tract infection,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,Urinary tract infection,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,Urinary tract infection,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,Urinary tract infection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1211,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1212,Psoriasis,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1213,Psoriasis,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1214,Psoriasis,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1215,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1216,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1217,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1218,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1219,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1220,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1221,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1222,Impetigo,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,Impetigo,3,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,Impetigo,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,Impetigo,3,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1229,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Fungal infection,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,Fungal infection,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Fungal infection,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Fungal infection,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,Fungal infection,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,Fungal infection,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,Allergy,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,Allergy,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,Allergy,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,Allergy,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,Allergy,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,Allergy,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,Allergy,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,Allergy,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
1251,GERD,5,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1252,GERD,5,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1253,GERD,5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1254,GERD,5,3,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0
1255,GERD,5,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1256,GERD,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1257,GERD,5,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1258,GERD,5,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1259,GERD,5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1260,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1261,Chronic cholestasis,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1262,Chronic cholestasis,1,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1263,Chronic cholestasis,1,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1264,Chronic cholestasis,1,5,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1265,Chronic cholestasis,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
1266,Chronic cholestasis,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
1267,Chronic cholestasis,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
1268,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1269,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1270,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,Drug Reaction,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,Drug Reaction,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,Drug Reaction,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,Drug Reaction,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,Drug Reaction,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,Drug Reaction,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,Drug Reaction,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,Peptic ulcer diseae,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1281,Peptic ulcer diseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1282,Peptic ulcer diseae,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1283,Peptic ulcer diseae,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1284,Peptic ulcer diseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1285,Peptic ulcer diseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1286,Peptic ulcer diseae,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1287,Peptic ulcer diseae,5,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1288,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1289,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1290,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,AIDS,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,AIDS,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,AIDS,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,AIDS,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,AIDS,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,AIDS,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,AIDS,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
1301,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
1302,Diabetes,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1303,Diabetes,4,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1304,Diabetes,4,3,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1305,Diabetes,4,3,5,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1306,Diabetes,4,3,5,2,5,4,4,5,4,0,0,0,0,0,0,0,0
1307,Diabetes,4,3,5,2,5,4,4,5,4,0,0,0,0,0,0,0,0
1308,Diabetes,4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0
1309,Diabetes,4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0
1310,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,Gastroenteritis,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,Gastroenteritis,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,Gastroenteritis,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
